100,19.93955951,177.7927687
104.084391,19.98351457,177.909817
108.335605,19.95207486,177.8373125
112.760455,19.93739825,177.6552649
117.366033,20.00093392,177.5322608
122.159721,19.98504157,177.2442602
127.149202,19.96163198,177.4986603
132.342472,19.98830544,177.0658044
137.747857,19.96410712,177.0797998
143.374018,20.00313705,176.8768613
149.229974,19.95633325,176.7485598
155.32511,20.01425678,176.7060309
161.669195,19.94329398,176.428393
168.272397,20.01057604,176.320782
175.1453,19.9756357,176.5121456
182.298919,19.96811673,176.0477213
189.74472,19.99152641,175.9990014
197.494637,20.0098372,175.4812825
205.56109,19.93960223,175.8889165
213.95701,20.04027215,175.4490668
222.695851,20.04213628,175.6177673
231.791621,20.02680532,175.0375363
241.258897,20.05097859,174.867035
251.112854,20.01488778,174.8081784
261.369285,20.06136402,174.1844487
272.04463,20.09895322,174.0303509
283.155996,20.06514232,173.8898709
294.721195,20.098035,173.7717695
306.758761,20.08152192,173.0781416
319.287989,20.12053538,173.1108987
332.32896,20.10809461,172.6302003
345.902575,20.13944702,172.3380726
360.030589,20.19830496,172.1919881
374.735646,20.22493005,171.975126
390.041316,20.19945526,171.2837649
405.972129,20.30228552,170.7252318
422.553619,20.23218028,170.6934241
439.812362,20.32717674,170.3500998
457.776019,20.34865448,169.8884985
476.473383,20.37466528,169.3764042
495.93442,20.4115271,168.7700573
516.190321,20.44810401,168.2989583
537.273553,20.45593509,167.5278116
559.217907,20.4574074,166.9720179
582.058554,20.581156,166.6918829
605.832102,20.76880371,165.6763226
630.576655,20.75730054,164.5386209
656.331873,20.88025325,164.1831619
683.139034,20.87169644,163.5362089
711.041104,20.98178537,162.3474793
740.082804,21.13188168,161.2949568
770.310681,21.1588014,160.0288615
801.773183,21.24900588,159.0908202
834.520736,21.33123971,157.742349
868.605828,21.41182228,156.6310931
904.083087,21.51347087,154.7916331
941.009377,21.59231008,153.1505611
979.443882,21.84955968,150.81571
1019.448201,22.00111007,148.8560662
1061.086454,22.05063365,146.4525692
1104.425375,22.15559884,143.9089828
1149.534428,22.32668095,140.9897288
1196.485911,22.45768771,138.7690114
1245.355076,22.53750542,135.1137278
1296.220249,22.59625755,131.3249999
1349.162955,22.62904461,127.4474644
1404.268047,22.61140951,123.03707
1461.623848,22.47907067,117.8565953
1521.322283,22.40482817,113.426426
1583.459037,22.07653013,108.3968824
